,p.val,fc,log2fc,auc.mat,log10p,species,significant
X.Ruminococcus..torques..r_03703.,0.07771541,-1.37215808,-0.456446698,0.401403509,1.10949286,X.Ruminococcus..torques..r_03703.,not sig
Prevotella.salivae..r_04252.,0.077955224,0.069165159,-3.853810709,0.542631579,1.108154778,Prevotella.salivae..r_04252.,not sig
Gemella.haemolysans..r_04194.,0.078073227,0.19504694,-2.358106727,0.550175439,1.10749787,Gemella.haemolysans..r_04194.,not sig
Streptococcus.anginosus..r_00566.,0.078073227,0.203798348,-2.294785741,0.550175439,1.10749787,Streptococcus.anginosus..r_00566.,not sig
Eisenbergiella.tayi..r_03446.,0.078325801,-0.93031679,0.104206031,0.410526316,1.106095156,Eisenbergiella.tayi..r_03446.,not sig
Ruminococcaceae.species...m_12239.,0.080304436,-0.866656306,0.206468124,0.402631579,1.095260464,Ruminococcaceae.species...m_12239.,not sig
Prevotella.species...m_12507.,0.080445328,0.109643835,-3.189103402,0.542280702,1.094499175,Prevotella.species...m_12507.,not sig
Clostridium.sp..CAG.299..r_07619.,0.080653578,-0.774619004,0.368441199,0.431754386,1.093376361,Clostridium.sp..CAG.299..r_07619.,not sig
X.Clostridium..clostridioforme.bolteae..r_03442.,0.082888651,0.645121994,-0.632356092,0.596842105,1.081504928,X.Clostridium..clostridioforme.bolteae..r_03442.,not sig
Actinomycetaceae.sp...r_02100.,0.082999657,0.068358966,-3.870725618,0.541929825,1.080923702,Actinomycetaceae.sp...r_02100.,not sig
Cryptobacterium.sp..CAG.338..r_07664.,0.083375542,-0.77261605,0.372176448,0.42877193,1.078961332,Cryptobacterium.sp..CAG.338..r_07664.,not sig
Massilioclostridium.coli..r_10237.,0.083443712,-0.612264801,0.707772349,0.423684211,1.078606383,Massilioclostridium.coli..r_10237.,not sig
Clostridiales.species...m_13155.,0.083611813,-0.869987841,0.200932858,0.426666667,1.07773236,Clostridiales.species...m_13155.,not sig
Roseburia.species...m_12537.,0.084548651,0.259984216,-1.943504055,0.549122807,1.072893319,Roseburia.species...m_12537.,not sig
Roseburia.sp...r_03650.,0.08461096,-1.177246538,-0.23541648,0.406842105,1.072573378,Roseburia.sp...r_03650.,not sig
Ruminococcaceae.species...m_13151.,0.085025566,-0.590659764,0.759600757,0.441403509,1.070450467,Ruminococcaceae.species...m_13151.,not sig
Mogibacterium.species...m_12290.,0.085146388,0.751225971,-0.412681154,0.584210526,1.06983377,Mogibacterium.species...m_12290.,not sig
Aggregatibacter.aphrophilus..r_04048.,0.085619312,0.06945466,-3.847784703,0.541578947,1.067428264,Aggregatibacter.aphrophilus..r_04048.,not sig
Clostridiales.species...m_13686.,0.085619312,0.070433794,-3.827588399,0.541578947,1.067428264,Clostridiales.species...m_13686.,not sig
Prevotella.timonensis..r_02401.,0.08573283,-0.198351825,2.333866421,0.455789474,1.06685284,Prevotella.timonensis..r_02401.,not sig
Arabia.massiliensis..r_10234.,0.085865321,-0.59450979,0.750227528,0.428245614,1.0661822,Arabia.massiliensis..r_10234.,not sig
Turicibacter.sanguinis..r_04703.,0.086085226,-0.776051314,0.365776046,0.425263158,1.065071375,Turicibacter.sanguinis..r_04703.,not sig
Atopobium.parvulum..r_02950.,0.086915305,0.418922459,-1.255244862,0.558245614,1.060903742,Atopobium.parvulum..r_02950.,not sig
Coraliomargarita.sp..CAG.312..r_07662.,0.08810179,-0.540545805,0.88751122,0.445438596,1.055015269,Coraliomargarita.sp..CAG.312..r_07662.,not sig
Firmicutes.sp...r_02374.,0.089915933,-1.012918625,-0.018518277,0.413333333,1.046163346,Firmicutes.sp...r_02374.,not sig
Staphylococcaceae.sp...r_04195.,0.090796457,0.440426769,-1.183025938,0.55754386,1.041931097,Staphylococcaceae.sp...r_04195.,not sig
Blautia.massiliensis..r_03342.,0.09112882,-0.337711747,1.56613573,0.404912281,1.040344254,Blautia.massiliensis..r_03342.,not sig
Blautia.sp...r_03597.,0.091502834,-0.82782282,0.272606076,0.423859649,1.038565454,Blautia.sp...r_03597.,not sig
X.Ruminococcus..gnavus..r_01594.,0.091575118,-1.092574067,-0.127731086,0.407719298,1.038222514,X.Ruminococcus..gnavus..r_01594.,not sig
Clostridiales.species...m_13328.,0.09348897,-0.238849327,2.065827281,0.456842105,1.029239623,Clostridiales.species...m_13328.,not sig
Blautia.obeum..r_05139.,0.094639569,-0.112206339,3.155773913,0.405964912,1.023927247,Blautia.obeum..r_05139.,not sig
Lactobacillus.gasseri.paragasseri..r_01039.,0.094670658,0.840705967,-0.250326782,0.581754386,1.023784603,Lactobacillus.gasseri.paragasseri..r_01039.,not sig
Bacteroides.faecis.thetaiotaomicron..r_01657.,0.095356063,0.266915632,-1.905544293,0.593859649,1.020651688,Bacteroides.faecis.thetaiotaomicron..r_01657.,not sig
Actinobacteria.sp...r_01911.,0.096715466,0.796194213,-0.328807709,0.589473684,1.014504072,Actinobacteria.sp...r_01911.,not sig
Enterobacteriaceae.sp...r_00096.,0.097473129,0.548751459,-0.865775223,0.563508772,1.011115091,Enterobacteriaceae.sp...r_00096.,not sig
Bacteria.species...m_12238.,0.098965507,-0.254833899,1.972370891,0.45754386,1.004516144,Bacteria.species...m_12238.,not sig
Mycoplasma.sp..CAG.611..m_12292.,0.101798234,-0.251543443,1.99112051,0.457894737,0.992259757,Mycoplasma.sp..CAG.611..m_12292.,not sig
Clostridiales.species...m_13332.,0.102833444,-0.648483345,0.624858573,0.435087719,0.98786562,Clostridiales.species...m_13332.,not sig
Micrococcales.sp...r_03773.,0.103168025,0.48548272,-1.042508148,0.56245614,0.986454882,Micrococcales.sp...r_03773.,not sig
Alistipes.sp..An31A..m_12393.,0.103816765,0,0,0.526315789,0.983732507,Alistipes.sp..An31A..m_12393.,not sig
Alloprevotella.rava..r_11761.,0.103816765,0,0,0.526315789,0.983732507,Alloprevotella.rava..r_11761.,not sig
Anaerococcus.lactolyticus..r_03847.,0.103816765,0,0,0.526315789,0.983732507,Anaerococcus.lactolyticus..r_03847.,not sig
Bacteria.species...m_12519.,0.103816765,0,0,0.526315789,0.983732507,Bacteria.species...m_12519.,not sig
Bacteroidaceae.species...m_13789.,0.103816765,0,0,0.526315789,0.983732507,Bacteroidaceae.species...m_13789.,not sig
Bacteroidales.species...m_12359.,0.103816765,0,0,0.526315789,0.983732507,Bacteroidales.species...m_12359.,not sig
Bacteroidales.species...m_12532.,0.103816765,0,0,0.526315789,0.983732507,Bacteroidales.species...m_12532.,not sig
Campylobacter.concisus..r_03520.,0.103816765,0,0,0.526315789,0.983732507,Campylobacter.concisus..r_03520.,not sig
Campylobacter.concisus..r_03521.,0.103816765,0,0,0.526315789,0.983732507,Campylobacter.concisus..r_03521.,not sig
Campylobacter.rectus..r_01583.,0.103816765,0,0,0.526315789,0.983732507,Campylobacter.rectus..r_01583.,not sig
Campylobacter.species...m_13682.,0.103816765,0,0,0.526315789,0.983732507,Campylobacter.species...m_13682.,not sig
Campylobacter.species...m_13918.,0.103816765,0,0,0.526315789,0.983732507,Campylobacter.species...m_13918.,not sig
Clostridiales.species...m_12287.,0.103816765,0,0,0.526315789,0.983732507,Clostridiales.species...m_12287.,not sig
Clostridiales.species...m_13580.,0.103816765,0,0,0.526315789,0.983732507,Clostridiales.species...m_13580.,not sig
Clostridiales.species...m_13616.,0.103816765,0,0,0.526315789,0.983732507,Clostridiales.species...m_13616.,not sig
Clostridiales.species...m_13691.,0.103816765,0,0,0.526315789,0.983732507,Clostridiales.species...m_13691.,not sig
Clostridium.species...m_12784.,0.103816765,0,0,0.526315789,0.983732507,Clostridium.species...m_12784.,not sig
Clostridium.species...m_13077.,0.103816765,0,0,0.526315789,0.983732507,Clostridium.species...m_13077.,not sig
Cryptobacterium.curtum..r_11275.,0.103816765,0,0,0.526315789,0.983732507,Cryptobacterium.curtum..r_11275.,not sig
Eikenella.corrodens..r_01586.,0.103816765,0,0,0.526315789,0.983732507,Eikenella.corrodens..r_01586.,not sig
Enterococcus.sp...r_02783.,0.103816765,0,0,0.526315789,0.983732507,Enterococcus.sp...r_02783.,not sig
Faecalicatena.fissicatena..r_06159.,0.103816765,0,0,0.526315789,0.983732507,Faecalicatena.fissicatena..r_06159.,not sig
Firmicutes.bacterium.ASF500..r_08057.,0.103816765,0,0,0.526315789,0.983732507,Firmicutes.bacterium.ASF500..r_08057.,not sig
Firmicutes.bacterium.CAG.124..r_07729.,0.103816765,0,0,0.526315789,0.983732507,Firmicutes.bacterium.CAG.124..r_07729.,not sig
Haemophilus.parahaemolyticus..r_01836.,0.103816765,0,0,0.526315789,0.983732507,Haemophilus.parahaemolyticus..r_01836.,not sig
Lachnoanaerobaculum.saburreum..r_01839.,0.103816765,0,0,0.526315789,0.983732507,Lachnoanaerobaculum.saburreum..r_01839.,not sig
Lactobacillus.johnsonii..r_01040.,0.103816765,0,0,0.526315789,0.983732507,Lactobacillus.johnsonii..r_01040.,not sig
Leptotrichia.hofstadii..r_02298.,0.103816765,0,0,0.526315789,0.983732507,Leptotrichia.hofstadii..r_02298.,not sig
Leptotrichia.sp..oral.taxon.879..r_02300.,0.103816765,0,0,0.526315789,0.983732507,Leptotrichia.sp..oral.taxon.879..r_02300.,not sig
Leuconostoc.citreum..r_01925.,0.103816765,0,0,0.526315789,0.983732507,Leuconostoc.citreum..r_01925.,not sig
Neisseria.flavescens..r_04797.,0.103816765,0,0,0.526315789,0.983732507,Neisseria.flavescens..r_04797.,not sig
Oribacterium.species...m_13327.,0.103816765,0,0,0.526315789,0.983732507,Oribacterium.species...m_13327.,not sig
Peptoniphilus.sp...r_04546.,0.103816765,0,0,0.526315789,0.983732507,Peptoniphilus.sp...r_04546.,not sig
Prevotella.intermedia..r_02392.,0.103816765,0,0,0.526315789,0.983732507,Prevotella.intermedia..r_02392.,not sig
Prevotella.scopos..r_02794.,0.103816765,0,0,0.526315789,0.983732507,Prevotella.scopos..r_02794.,not sig
Prevotella.sp..CAG.279..m_13285.,0.103816765,0,0,0.526315789,0.983732507,Prevotella.sp..CAG.279..m_13285.,not sig
Prevotella.sp..CAG.485..r_07698.,0.103816765,0,0,0.526315789,0.983732507,Prevotella.sp..CAG.485..r_07698.,not sig
Prevotella.species...m_12637.,0.103816765,0,0,0.526315789,0.983732507,Prevotella.species...m_12637.,not sig
Prevotella.species...m_12791.,0.103816765,0,0,0.526315789,0.983732507,Prevotella.species...m_12791.,not sig
Stomatobaculum.longum..r_11939.,0.103816765,0,0,0.526315789,0.983732507,Stomatobaculum.longum..r_11939.,not sig
Streptococcus.gordonii..r_03969.,0.103816765,0,0,0.526315789,0.983732507,Streptococcus.gordonii..r_03969.,not sig
X.Eubacterium..infirmum..r_06467.,0.103816765,0,0,0.526315789,0.983732507,X.Eubacterium..infirmum..r_06467.,not sig
Ruminococcus.bromii..r_00853.,0.105398903,-0.920523694,0.119473238,0.410175439,0.977163908,Ruminococcus.bromii..r_00853.,not sig
Clostridiales.species...m_12786.,0.105843728,-0.524305932,0.931519228,0.412631579,0.975334872,Clostridiales.species...m_12786.,not sig
Eubacterium.sp..CAG.156..r_07673.,0.106941905,-0.636233176,0.652372492,0.434736842,0.970852083,Eubacterium.sp..CAG.156..r_07673.,not sig
Eubacteriaceae.bacterium.CHKCI005..r_09413.,0.107734277,-0.484706728,1.044815988,0.445263158,0.967646099,Eubacteriaceae.bacterium.CHKCI005..r_09413.,not sig
Firmicutes.bacterium.CAG.137..r_07731.,0.108896326,-0.765481187,0.385561173,0.434035088,0.962986774,Firmicutes.bacterium.CAG.137..r_07731.,not sig
Clostridiales.species...m_12768.,0.110938673,-0.871135275,0.199031329,0.428070175,0.954917034,Clostridiales.species...m_12768.,not sig
Clostridium.sp..CAG.568..r_07638.,0.112089688,-0.26949882,1.891649136,0.454736842,0.950434341,Clostridium.sp..CAG.568..r_07638.,not sig
Corynebacterium.durum..r_06543.,0.112337615,0.354031772,-1.498049255,0.554035088,0.9494748,Corynebacterium.durum..r_06543.,not sig
uncultured.Flavonifractor.sp...r_07315.,0.11344407,-0.672123934,0.573200818,0.433859649,0.945218202,uncultured.Flavonifractor.sp...r_07315.,not sig
Clostridiales.species...m_13792.,0.113937063,-0.652227956,0.616551815,0.432982456,0.94333498,Clostridiales.species...m_13792.,not sig
Clostridiales.species...m_12668.,0.114123728,-1.045945603,-0.064807823,0.425789474,0.942624049,Clostridiales.species...m_12668.,not sig
Pasteurellaceae.species...m_13218.,0.11709286,0.320272637,-1.642627552,0.548421053,0.931469587,Pasteurellaceae.species...m_13218.,not sig
Actinomyces.sp..ICM39..r_01912.,0.118322949,0.568077243,-0.815840984,0.565263158,0.926931015,Actinomyces.sp..ICM39..r_01912.,not sig
Flavonifractor.plautii..r_05238.,0.119743752,-0.936969744,0.093925633,0.413684211,0.921747137,Flavonifractor.plautii..r_05238.,not sig
Roseburia.inulinivorans..r_00860.,0.122142688,-0.612153794,0.708033942,0.413333333,0.913132526,Roseburia.inulinivorans..r_00860.,not sig
Clostridium.species...m_13125.,0.122314948,0,0,0.468070175,0.912520465,Clostridium.species...m_13125.,not sig
Streptococcus.pseudopneumoniae..r_00284.,0.122951319,0,0,0.534736842,0.910266808,Streptococcus.pseudopneumoniae..r_00284.,not sig
Duodenibacillus.massiliensis..r_03665.,0.123656886,0.582858347,-0.77878279,0.550877193,0.907781695,Duodenibacillus.massiliensis..r_03665.,not sig
Prevotella.bivia..r_03862.,0.123703927,-0.227649679,2.135112671,0.456140351,0.907616514,Prevotella.bivia..r_03862.,not sig
Collinsella.bouchesdurhonensis..r_03627.,0.124079904,-0.567825934,0.816479354,0.441052632,0.906298553,Collinsella.bouchesdurhonensis..r_03627.,not sig
Lactobacillus.vaginalis..r_04416.,0.124276698,0.230790455,-2.115344535,0.541754386,0.905610296,Lactobacillus.vaginalis..r_04416.,not sig
Clostridium.sp..CAG.780..m_12821.,0.126498579,0,0,0.468421053,0.897914353,Clostridium.sp..CAG.780..m_12821.,not sig
Erysipelotrichaceae.species...m_13000.,0.126498579,0,0,0.468421053,0.897914353,Erysipelotrichaceae.species...m_13000.,not sig
Neisseria.sp...r_04798.,0.126799947,0,0,0.534385965,0.896880929,Neisseria.sp...r_04798.,not sig
Streptococcus.anginosus..r_00568.,0.126799947,0,0,0.534385965,0.896880929,Streptococcus.anginosus..r_00568.,not sig
Abiotrophia.defectiva..r_04788.,0.127484531,0.168420068,-2.569864044,0.541403509,0.894542508,Abiotrophia.defectiva..r_04788.,not sig
Clostridiales.species...m_12635.,0.128516464,-0.300117065,1.736402742,0.415789474,0.891041234,Clostridiales.species...m_12635.,not sig
Granulicatella.elegans..r_11628.,0.130741703,0,0,0.534035088,0.883585862,Granulicatella.elegans..r_11628.,not sig
Pasteurellaceae.species...m_12764.,0.130741703,0,0,0.534035088,0.883585862,Pasteurellaceae.species...m_12764.,not sig
Prevotella.species...m_12932.,0.130741703,0,0,0.534035088,0.883585862,Prevotella.species...m_12932.,not sig
Prevotella.buccae..r_01006.,0.130756411,0.177601294,-2.493285998,0.541052632,0.883537008,Prevotella.buccae..r_01006.,not sig
Pseudomonas.sp...r_00201.,0.130756411,0.211312707,-2.242548573,0.541052632,0.883537008,Pseudomonas.sp...r_00201.,not sig
Streptococcus.cristatus..r_03966.,0.131015819,0.300900347,-1.732642325,0.546666667,0.882676263,Streptococcus.cristatus..r_03966.,not sig
X.Eubacterium..siraeum..r_02370.,0.131108445,-0.770636147,0.375878237,0.42,0.882369332,X.Eubacterium..siraeum..r_02370.,not sig
Streptococcus.anginosus..r_00569.,0.131978838,0.66636943,-0.585605878,0.574736842,0.8794957,Streptococcus.anginosus..r_00569.,not sig
Aerococcus.urinae..r_03199.,0.132641887,0,0,0.48,0.87731931,Aerococcus.urinae..r_03199.,not sig
Bacteria.species...m_13721.,0.132641887,0,0,0.48,0.87731931,Bacteria.species...m_13721.,not sig
Bacteria.species...m_14348.,0.132641887,0,0,0.48,0.87731931,Bacteria.species...m_14348.,not sig
Clostridia.species...m_13038.,0.132641887,0,0,0.48,0.87731931,Clostridia.species...m_13038.,not sig
Clostridiales.species...m_12401.,0.132641887,0,0,0.48,0.87731931,Clostridiales.species...m_12401.,not sig
Clostridiales.species...m_12917.,0.132641887,0,0,0.48,0.87731931,Clostridiales.species...m_12917.,not sig
Clostridiales.species...m_13781.,0.132641887,0,0,0.48,0.87731931,Clostridiales.species...m_13781.,not sig
Clostridiales.species...m_14118.,0.132641887,0,0,0.48,0.87731931,Clostridiales.species...m_14118.,not sig
Clostridium.sp..CAG.793..r_07652.,0.132641887,0,0,0.48,0.87731931,Clostridium.sp..CAG.793..r_07652.,not sig
Clostridium.species...m_12339.,0.132641887,0,0,0.48,0.87731931,Clostridium.species...m_12339.,not sig
Clostridium.species...m_12739.,0.132641887,0,0,0.48,0.87731931,Clostridium.species...m_12739.,not sig
Clostridium.species...m_14207.,0.132641887,0,0,0.48,0.87731931,Clostridium.species...m_14207.,not sig
Clostridium.ventriculi..r_03744.,0.132641887,0,0,0.48,0.87731931,Clostridium.ventriculi..r_03744.,not sig
Coprobacillus.sp..CAG.826..r_07660.,0.132641887,0,0,0.48,0.87731931,Coprobacillus.sp..CAG.826..r_07660.,not sig
Coprococcus.sp...r_02379.,0.132641887,0,0,0.48,0.87731931,Coprococcus.sp...r_02379.,not sig
Corynebacterium.sp...r_01685.,0.132641887,0,0,0.48,0.87731931,Corynebacterium.sp...r_01685.,not sig
Dakarella.massiliensis..r_03664.,0.132641887,0,0,0.48,0.87731931,Dakarella.massiliensis..r_03664.,not sig
Dialister.sp..CAG.357..r_07665.,0.132641887,0,0,0.48,0.87731931,Dialister.sp..CAG.357..r_07665.,not sig
Faecalibacterium.prausnitzii..r_06111.,0.132641887,0,0,0.48,0.87731931,Faecalibacterium.prausnitzii..r_06111.,not sig
Firmicutes.bacterium.CAG.582..r_07725.,0.132641887,0,0,0.48,0.87731931,Firmicutes.bacterium.CAG.582..r_07725.,not sig
Firmicutes.species...m_12924.,0.132641887,0,0,0.48,0.87731931,Firmicutes.species...m_12924.,not sig
Fusobacterium.mortiferum..r_11278.,0.132641887,0,0,0.48,0.87731931,Fusobacterium.mortiferum..r_11278.,not sig
Gemmiger.formicilis..r_05988.,0.132641887,0,0,0.48,0.87731931,Gemmiger.formicilis..r_05988.,not sig
Holdemanella.biformis..m_13347.,0.132641887,0,0,0.48,0.87731931,Holdemanella.biformis..m_13347.,not sig
Lachnospiraceae.bacterium.2_1_46FAA..r_11859.,0.132641887,0,0,0.48,0.87731931,Lachnospiraceae.bacterium.2_1_46FAA..r_11859.,not sig
Lactobacillus.helveticus.gallinarum..r_03349.,0.132641887,0,0,0.48,0.87731931,Lactobacillus.helveticus.gallinarum..r_03349.,not sig
Lactobacillus.ruminis..r_01239.,0.132641887,0,0,0.48,0.87731931,Lactobacillus.ruminis..r_01239.,not sig
Levyella.massiliensis..r_12154.,0.132641887,0,0,0.48,0.87731931,Levyella.massiliensis..r_12154.,not sig
Odoribacteraceae.species...m_13874.,0.132641887,0,0,0.48,0.87731931,Odoribacteraceae.species...m_13874.,not sig
Parabacteroides.sp..CAG.409..r_07690.,0.132641887,0,0,0.48,0.87731931,Parabacteroides.sp..CAG.409..r_07690.,not sig
Pediococcus.acidilactici..r_00720.,0.132641887,0,0,0.48,0.87731931,Pediococcus.acidilactici..r_00720.,not sig
Phoenicibacter.massiliensis..r_10581.,0.132641887,0,0,0.48,0.87731931,Phoenicibacter.massiliensis..r_10581.,not sig
Porphyromonas.species...m_12604.,0.132641887,0,0,0.48,0.87731931,Porphyromonas.species...m_12604.,not sig
Ruminococcus.gauvreauii..r_07038.,0.132641887,0,0,0.48,0.87731931,Ruminococcus.gauvreauii..r_07038.,not sig
Staphylococcus.sp..CAG.324..m_12468.,0.132641887,0,0,0.48,0.87731931,Staphylococcus.sp..CAG.324..m_12468.,not sig
Streptococcus.sanguinis..r_01592.,0.132641887,0,0,0.48,0.87731931,Streptococcus.sanguinis..r_01592.,not sig
Sutterella.sp..CAG.351..m_13411.,0.132641887,0,0,0.48,0.87731931,Sutterella.sp..CAG.351..m_13411.,not sig
Oribacterium.parvum..r_06445.,0.134777852,0,0,0.533684211,0.87038147,Oribacterium.parvum..r_06445.,not sig
Prevotella.nigrescens..r_01589.,0.134777852,0,0,0.533684211,0.87038147,Prevotella.nigrescens..r_01589.,not sig
